#Sección,Des. Sección,O. Gestor,Des. O. Gestor,Centro Gestor,Des. C. Gestor,G. Función,Des. G. Función,Función,Des. Función,Programa,Des. Programa,Capítulo,Des. Capítulo,Artículo,Des. Artículo,Concepto,Des. Concepto,Subconcepto,Des. Subconcepto,Pos. Presupuestaria,Fondo,Des. Fondo,Proyecto,Des. Proyecto,Presupuesto 2021
02,CORTES DE CASTILLA-LA MANCHA,0201,CORTES DE CASTILLA-LA MANCHA,02010000,CORTES DE CASTILLA-LA MANCHA,1,SERVICIOS DE CARÁCTER GENERAL,,,111A,ACTIVIDAD LEGISLATIVA,4,TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,480,A familias e instituciones sin fin de lucro,48000,A familias e instituciones sin fin de lucro,G/111A/48000,,,JCCM/0000000541,PRESUPUESTO CORTES DE CASTILLA-LA MANCHA,11413000
02,CORTES DE CASTILLA-LA MANCHA,0201,CORTES DE CASTILLA-LA MANCHA,02010000,CORTES DE CASTILLA-LA MANCHA,1,SERVICIOS DE CARÁCTER GENERAL,,,111A,ACTIVIDAD LEGISLATIVA,7,TRANSFERENCIAS DE CAPITAL,78,A FAMILIAS E INSTITUCIONES SIN FIN DE LUCRO,780,A familias e instituciones sin fin de lucro,78000,A familias e instituciones sin fin de lucro,G/111A/78000,,,JCCM/0000000541,PRESUPUESTO CORTES DE CASTILLA-LA MANCHA,200000
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,10,ALTOS CARGOS,100,Retribuc básicas y otras remunerac altos cargos,10000,Retribuciones básicas,G/112B/10000,,,,,358210
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,11,PERSONAL EVENTUAL,110,Retribuc básicas y otras remunerac pers eventual,11000,Retribuciones básicas,G/112B/11000,,,,,9380
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,11,PERSONAL EVENTUAL,110,Retribuc básicas y otras remunerac pers eventual,11001,Otras remuneraciones,G/112B/11001,,,,,21250
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12000,Sueldos del Grupo A1 y Grupo A,G/112B/12000,,,,,151460
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12002,Sueldos del Grupo C1 y Grupo C,G/112B/12002,,,,,46890
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),120,Retribuciones básicas,12008,Antigüedad,G/112B/12008,,,,,65940
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12100,Complemento de destino,G/112B/12100,,,,,159630
04,CONSEJO CONSULTIVO,0401,CONSEJO CONSULTIVO,04010000,CONSEJO CONSULTIVO,1,SERVICIOS DE CARÁCTER GENERAL,,,112B,ALTO ASESORAMIENTO DE LA COMUNIDAD AUTÓNOMA,1,GASTOS DE PERSONAL,12,FUNCIONARIOS(EXCEP DOCENTE Y DE INST SANITARIAS),121,Retribuciones complementarias,12101,Complementos específicos,G/112B/12101,,,,,354240
